indicator_code,diagnosis_group,provider_code,provider_name,spells,observed,expected
I00699,34,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",103,*,1.2171
I00699,34,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,163,*,2.167
I00699,34,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,120,*,0.8843
I00699,34,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,150,*,1.868
I00699,34,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,187,*,2.6778
I00699,34,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,154,*,2.267
I00699,34,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,183,*,3.5249
I00699,34,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,260,*,3.6094
I00699,34,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,93,*,1.9057
I00699,34,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,120,*,1.6749
I00699,34,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,157,0,1.5435
I00699,34,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,132,*,1.444
I00699,34,RVJ,NORTH BRISTOL NHS TRUST,131,6,2.4251
I00699,34,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,126,*,1.9632
I00699,34,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,287,*,3.3355
I00699,34,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,154,*,1.7491
I00699,34,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,104,*,1.9053
I00699,34,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,191,0,2.7723
I00699,34,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,242,*,3.1723
I00699,34,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,145,*,2.3783
I00699,34,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,164,*,3.4149
I00699,34,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,268,*,4.7454
I00699,34,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,122,*,2.0295
I00699,34,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,197,*,2.8235
I00699,34,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,176,*,2.666
I00699,34,RWJ,STOCKPORT NHS FOUNDATION TRUST,139,*,1.6231
I00699,34,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,103,*,1.257
I00699,34,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,95,0,0.8979
I00699,34,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,143,*,1.4643
I00699,34,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,287,*,4.6849
I00699,34,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,132,*,1.9092
I00699,34,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,189,*,2.1621
I00699,34,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,168,*,2.5445
I00699,34,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,154,*,2.8969
I00699,34,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,149,*,2.1795
I00699,34,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,113,*,1.3134
I00699,34,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,209,*,3.2639
I00699,34,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,79,*,0.926
I00699,34,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,200,*,2.9288
I00699,34,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,164,*,1.8924
I00699,34,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,185,0,2.2818
I00699,34,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,166,*,3.1074
I00699,35,R1F,ISLE OF WIGHT NHS TRUST,69,*,2.1459
I00699,35,R1H,BARTS HEALTH NHS TRUST,513,17,16.4108
I00699,35,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,398,8,13.3788
I00699,35,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,68,0,2.5572
I00699,35,RA3,WESTON AREA HEALTH NHS TRUST,54,*,1.5675
I00699,35,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,95,*,4.5421
I00699,35,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,185,*,4.2564
I00699,35,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,119,*,6.4356
I00699,35,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,212,*,5.4217
I00699,35,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,144,6,3.2912
I00699,35,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,316,12,12.2913
I00699,35,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,241,8,7.0585
I00699,35,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,140,6,3.6741
I00699,35,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,89,*,2.894
I00699,35,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,161,*,4.4991
I00699,35,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,100,*,3.3977
I00699,35,RBK,WALSALL HEALTHCARE NHS TRUST,163,8,3.6863
I00699,35,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,191,*,4.0554
I00699,35,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,204,*,4.3575
I00699,35,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,120,*,2.9993
I00699,35,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,55,*,1.879
I00699,35,RC1,BEDFORD HOSPITAL NHS TRUST,195,*,7.9051
I00699,35,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,135,*,3.9721
I00699,35,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,222,*,6.95
I00699,35,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,71,*,2.1179
I00699,35,RCF,AIREDALE NHS FOUNDATION TRUST,112,6,5.6295
I00699,35,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",133,*,5.6452
I00699,35,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,131,*,2.6634
I00699,35,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,152,*,4.7838
I00699,35,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,146,*,3.4679
I00699,35,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,175,9,6.2501
I00699,35,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,154,*,4.5685
I00699,35,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,328,6,9.6634
I00699,35,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,141,7,4.7267
I00699,35,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,122,*,2.1427
I00699,35,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,165,6,4.1324
I00699,35,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,200,*,5.7637
I00699,35,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",209,6,5.7645
I00699,35,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,181,*,5.3012
I00699,35,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,128,*,3.6501
I00699,35,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,141,*,4.9055
I00699,35,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,209,*,4.927
I00699,35,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,119,*,3.7155
I00699,35,RGQ,IPSWICH HOSPITAL NHS TRUST,256,14,13.2857
I00699,35,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,150,6,4.9445
I00699,35,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,200,*,4.7605
I00699,35,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,149,*,3.5033
I00699,35,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,244,*,8.6857
I00699,35,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,216,11,5.3444
I00699,35,RHU,PORTSMOUTH HOSPITALS NHS TRUST,377,14,13.4446
I00699,35,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,206,6,4.4859
I00699,35,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,224,0,8.3728
I00699,35,RJ2,LEWISHAM AND GREENWICH NHS TRUST,332,7,8.3739
I00699,35,RJ6,CROYDON HEALTH SERVICES NHS TRUST,250,6,5.1458
I00699,35,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,201,6,7.7875
I00699,35,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,114,*,3.8101
I00699,35,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,345,6,7.8107
I00699,35,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,126,0,3.1972
I00699,35,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,214,7,6.3606
I00699,35,RJN,EAST CHESHIRE NHS TRUST,59,0,1.7162
I00699,35,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,140,*,2.5972
I00699,35,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,376,19,12.3738
I00699,35,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,224,*,8.6935
I00699,35,RK9,PLYMOUTH HOSPITALS NHS TRUST,282,9,7.2746
I00699,35,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,224,8,7.178
I00699,35,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,96,0,2.3546
I00699,35,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,162,7,4.7935
I00699,35,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,247,*,4.7702
I00699,35,RLQ,WYE VALLEY NHS TRUST,77,9,3.0938
I00699,35,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,89,7,3.4359
I00699,35,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,280,11,7.5216
I00699,35,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,135,7,3.287
I00699,35,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,93,*,1.6045
I00699,35,RMC,BOLTON NHS FOUNDATION TRUST,185,9,4.1672
I00699,35,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,141,*,4.2167
I00699,35,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,199,7,5.1113
I00699,35,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,200,*,5.8784
I00699,35,RN7,DARTFORD AND GRAVESHAM NHS TRUST,168,*,3.8644
I00699,35,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,178,*,5.6761
I00699,35,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,159,6,3.7646
I00699,35,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,152,*,3.2401
I00699,35,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,240,10,7.1503
I00699,35,RNZ,SALISBURY NHS FOUNDATION TRUST,107,*,5.4504
I00699,35,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,249,8,8.8609
I00699,35,RPA,MEDWAY NHS FOUNDATION TRUST,249,6,7.0778
I00699,35,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,197,*,3.9264
I00699,35,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,134,6,3.9541
I00699,35,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,224,*,5.037
I00699,35,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,72,*,1.6819
I00699,35,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,131,*,2.8437
I00699,35,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,112,*,2.8509
I00699,35,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,337,8,7.047
I00699,35,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,139,6,3.2499
I00699,35,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,331,6,10.308
I00699,35,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",118,*,3.4379
I00699,35,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,268,7,8.598
I00699,35,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,116,0,2.1185
I00699,35,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,226,7,5.932
I00699,35,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,236,7,6.4107
I00699,35,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,225,*,5.6118
I00699,35,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,304,18,12.0995
I00699,35,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,302,11,8.6659
I00699,35,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,135,*,3.5958
I00699,35,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,130,*,3.8422
I00699,35,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,266,7,6.6934
I00699,35,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,175,7,5.3439
I00699,35,RVJ,NORTH BRISTOL NHS TRUST,227,11,9.1682
I00699,35,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,176,8,4.72
I00699,35,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,388,18,10.5136
I00699,35,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,179,9,4.4494
I00699,35,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,62,*,2.2072
I00699,35,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,225,*,4.8467
I00699,35,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,463,12,14.0938
I00699,35,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,322,8,7.0754
I00699,35,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,318,*,11.0631
I00699,35,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,386,8,11.9824
I00699,35,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,204,13,6.3236
I00699,35,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,225,8,9.4727
I00699,35,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,206,9,6.8395
I00699,35,RWJ,STOCKPORT NHS FOUNDATION TRUST,136,*,3.714
I00699,35,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,139,7,4.0823
I00699,35,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,148,8,3.8266
I00699,35,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,172,*,3.8123
I00699,35,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,420,12,12.9843
I00699,35,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,186,11,7.002
I00699,35,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,266,*,5.0377
I00699,35,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,299,7,9.0093
I00699,35,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,206,7,5.5161
I00699,35,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,190,6,5.5159
I00699,35,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,245,10,5.5088
I00699,35,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,275,11,8.4119
I00699,35,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,125,*,2.4714
I00699,35,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,270,*,5.6267
I00699,35,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,224,12,8.9654
I00699,35,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,293,6,9.2604
I00699,35,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,225,6,6.339
I00699,36,R1F,ISLE OF WIGHT NHS TRUST,43,0,1.0779
I00699,36,R1H,BARTS HEALTH NHS TRUST,728,17,14.8616
I00699,36,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,445,8,13.1135
I00699,36,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,132,*,2.4748
I00699,36,RA3,WESTON AREA HEALTH NHS TRUST,70,*,3.2785
I00699,36,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,49,*,1.4984
I00699,36,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,244,*,3.6586
I00699,36,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,166,*,5.294
I00699,36,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,229,*,4.2362
I00699,36,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,153,11,5.2086
I00699,36,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,421,10,9.1325
I00699,36,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,170,7,5.8712
I00699,36,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,147,*,4.5697
I00699,36,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,136,*,3.3653
I00699,36,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,198,*,4.1033
I00699,36,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,108,*,2.0012
I00699,36,RBK,WALSALL HEALTHCARE NHS TRUST,168,*,4.8884
I00699,36,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,254,12,7.2066
I00699,36,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,180,*,6.5641
I00699,36,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,170,6,5.059
I00699,36,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,86,*,2.5381
I00699,36,RC1,BEDFORD HOSPITAL NHS TRUST,117,*,2.6964
I00699,36,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,258,*,5.2789
I00699,36,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,232,7,8.2019
I00699,36,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,64,0,2.2525
I00699,36,RCF,AIREDALE NHS FOUNDATION TRUST,121,*,3.3319
I00699,36,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",253,7,7.8376
I00699,36,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,192,9,4.3046
I00699,36,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,147,*,3.9376
I00699,36,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,130,6,2.8879
I00699,36,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,210,*,5.4575
I00699,36,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,224,6,7.9342
I00699,36,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,419,12,12.616
I00699,36,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,143,*,5.0385
I00699,36,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,79,*,2.8989
I00699,36,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,159,*,4.0847
I00699,36,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,303,*,5.2759
I00699,36,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",256,7,6.2319
I00699,36,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,145,*,4.0402
I00699,36,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,125,*,4.3641
I00699,36,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,161,6,5.1181
I00699,36,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,220,*,5.2393
I00699,36,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,80,*,3.079
I00699,36,RGQ,IPSWICH HOSPITAL NHS TRUST,202,*,5.9654
I00699,36,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,126,8,4.5268
I00699,36,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,587,*,6.6585
I00699,36,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,224,*,4.4336
I00699,36,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,328,8,6.1803
I00699,36,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,454,14,9.6011
I00699,36,RHU,PORTSMOUTH HOSPITALS NHS TRUST,340,9,7.1898
I00699,36,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,206,*,3.3238
I00699,36,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,343,*,5.0408
I00699,36,RJ2,LEWISHAM AND GREENWICH NHS TRUST,336,8,8.6984
I00699,36,RJ6,CROYDON HEALTH SERVICES NHS TRUST,230,10,5.7973
I00699,36,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,347,*,6.4403
I00699,36,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,152,*,2.2976
I00699,36,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,393,21,10.6117
I00699,36,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,111,*,3.0875
I00699,36,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,287,7,8.6275
I00699,36,RJN,EAST CHESHIRE NHS TRUST,60,*,2.684
I00699,36,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,162,*,3.8985
I00699,36,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,455,*,9.9905
I00699,36,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,217,6,6.3424
I00699,36,RK9,PLYMOUTH HOSPITALS NHS TRUST,280,8,7.0871
I00699,36,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,385,8,10.0896
I00699,36,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,115,*,3.856
I00699,36,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,225,*,7.7165
I00699,36,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,278,10,6.2088
I00699,36,RLQ,WYE VALLEY NHS TRUST,59,*,2.4936
I00699,36,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,95,6,4.187
I00699,36,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,282,10,7.0624
I00699,36,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,224,*,5.167
I00699,36,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,282,*,3.3472
I00699,36,RMC,BOLTON NHS FOUNDATION TRUST,204,*,4.005
I00699,36,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,164,7,5.2635
I00699,36,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,149,*,4.0182
I00699,36,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,175,*,4.0155
I00699,36,RN7,DARTFORD AND GRAVESHAM NHS TRUST,160,0,2.1163
I00699,36,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,238,12,7.9577
I00699,36,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,182,*,4.6414
I00699,36,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,173,*,4.8162
I00699,36,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,171,*,3.9081
I00699,36,RNZ,SALISBURY NHS FOUNDATION TRUST,95,*,3.1044
I00699,36,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,276,8,8.3561
I00699,36,RPA,MEDWAY NHS FOUNDATION TRUST,252,0,3.1587
I00699,36,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,348,9,5.9192
I00699,36,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,214,*,4.9011
I00699,36,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,304,7,6.5101
I00699,36,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,78,*,2.0283
I00699,36,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,154,*,3.2491
I00699,36,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,143,*,3.8659
I00699,36,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,559,16,12.5411
I00699,36,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,106,*,3.8015
I00699,36,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,485,14,9.7521
I00699,36,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",139,*,4.3514
I00699,36,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,406,6,9.5641
I00699,36,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,331,*,2.9307
I00699,36,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,384,8,6.2253
